employee_id,pauli,faxtor,disc,disc_word,mbti,iq,gtq,tiki
EMP101110,31,31,CD,Conscientious-Dominant,ENFJ,85.0,29.0,8
EMP101111,72,57,,Conscientious-Steadiness,ENTJ,,,3
EMP101112,55,45,DS,Dominant-Steadiness,ISFJ,96.0,40.0,5
EMP101113,91,66,SD,Steadiness-Dominant,ESTJ,93.0,35.0,5
EMP101114,27,67,IS,Influencer-Steadiness,ENTJ,84.0,30.0,10
EMP101115,46,54,CS,Conscientious-Steadiness,INTP,90.0,26.0,3
EMP101116,77,59,DI,Dominant-Influencer,ENFP,,29.0,2
EMP101117,50,20,DS,Dominant-Steadiness,ENFP,,,4
EMP101118,56,88,DI,Dominant-Influencer,ISFJ,81.0,28.0,8
EMP101119,82,72,DS,Dominant-Steadiness,INFP,,,8
EMP101120,69,47,DC,Dominant-Conscientious,INTP,97.0,15.0,5
EMP101121,60,49,SC,Steadiness-Conscientious,ISFJ,132.0,35.0,4
EMP101122,88,68,,Dominant-Conscientious,INTJ,95.0,19.0,5
EMP101123,95,64,SI,Steadiness-Influencer,ESFJ,87.0,23.0,5
EMP101124,80,35,CD,Conscientious-Dominant,ESFP,,29.0,9
EMP101125,38,60,IS,Influencer-Steadiness,ESTJ,115.0,27.0,10
EMP101126,63,43,ID,Influencer-Dominant,ISTP,80.0,28.0,5
EMP101127,78,84,DI,Dominant-Influencer,ESTJ,94.0,35.0,10
EMP101128,61,49,DC,Dominant-Conscientious,ISFP,82.0,40.0,5
EMP101129,99,79,IC,Influencer-Conscientious,INFJ,101.0,27.0,7
EMP101130,49,40,DS,Dominant-Steadiness,ENTJ,104.0,36.0,5
EMP101131,67,84,,Conscientious-Steadiness,ISFJ,108.0,34.0,9
EMP101132,77,70,CI,Conscientious-Influencer,ESTJ,112.0,32.0,4
EMP101133,90,50,CI,Conscientious-Influencer,INTJ,108.0,33.0,5
EMP101134,22,80,DI,Dominant-Influencer,INFP,109.0,31.0,3
EMP101135,25,40,DS,Dominant-Steadiness,,116.0,37.0,3
EMP101136,30,57,DC,Dominant-Conscientious,ISTJ,116.0,33.0,1
EMP101137,70,75,DS,Dominant-Steadiness,ESTJ,,,7
EMP101138,25,57,IS,Influencer-Steadiness,ISFP,137.0,25.0,3
EMP101139,44,28,CI,Conscientious-Influencer,ENFJ,,,7
EMP101140,53,56,SI,Steadiness-Influencer,ENFJ,128.0,16.0,8
EMP101141,66,43,ID,Influencer-Dominant,ISFJ,,26.0,7
EMP101142,36,57,SI,Steadiness-Influencer,ENFP,113.0,22.0,1
EMP101143,42,81,DC,Dominant-Conscientious,ESTP,127.0,38.0,3
EMP101144,94,64,SD,Steadiness-Dominant,ENFJ,93.0,31.0,4
EMP101145,99,40,DC,Dominant-Conscientious,ISFP,90.0,35.0,8
EMP101146,48,46,IC,Influencer-Conscientious,ISTP,,,9
EMP101147,28,20,CD,Conscientious-Dominant,ISTP,111.0,35.0,8
EMP101148,20,49,DS,Dominant-Steadiness,,137.0,34.0,2
EMP101149,90,93,SC,Steadiness-Conscientious,INTJ,83.0,20.0,9
EMP101150,76,53,CI,Conscientious-Influencer,ENTP,118.0,39.0,1
EMP101151,49,94,CI,Conscientious-Influencer,ISTP,86.0,22.0,9
EMP101152,29,21,SI,Steadiness-Influencer,ENFP,,,8
EMP101153,40,32,,Conscientious-Dominant,INTJ,91.0,34.0,5
EMP101154,49,75,SC,Steadiness-Conscientious,ISFP,116.0,41.0,2
EMP101155,56,22,CD,Conscientious-Dominant,ESFP,,,1
EMP101156,100,63,IC,Influencer-Conscientious,ESTJ,,25.0,3
EMP101157,48,69,SC,Steadiness-Conscientious,ENTJ,108.0,32.0,1
EMP101158,34,50,DS,Dominant-Steadiness,ENTP,127.0,30.0,8
EMP101159,92,66,SC,Steadiness-Conscientious,INTP,111.0,25.0,5
EMP101160,78,31,CI,Conscientious-Influencer,ENTP,,,2
EMP101161,26,28,DC,Dominant-Conscientious,,87.0,30.0,10
EMP101162,39,59,DS,Dominant-Steadiness,ESFP,86.0,21.0,5
EMP101163,26,38,SC,Steadiness-Conscientious,ESFJ,99.0,31.0,8
EMP101164,34,68,CD,Conscientious-Dominant,ESTP,104.0,13.0,7
EMP101165,37,82,SC,Steadiness-Conscientious,ENTJ,83.0,29.0,3
EMP101166,47,60,SC,Steadiness-Conscientious,ESFJ,106.0,33.0,9
EMP101167,27,48,IS,Influencer-Steadiness,ENTP,86.0,30.0,2
EMP101168,26,92,,Conscientious-Dominant,ENFJ,134.0,29.0,8
EMP101169,78,41,SD,Steadiness-Dominant,ISFJ,89.0,31.0,8
EMP101170,58,67,SC,Steadiness-Conscientious,ENFJ,127.0,31.0,7
EMP101171,84,84,SC,Steadiness-Conscientious,ENFP,,30.0,5
EMP101172,20,39,ID,Influencer-Dominant,ESFP,,,7
EMP101173,91,82,DS,Dominant-Steadiness,INFJ,81.0,20.0,10
EMP101174,45,50,IS,Influencer-Steadiness,ENFP,,,7
EMP101175,36,83,CS,Conscientious-Steadiness,INFJ,80.0,40.0,8
EMP101176,25,96,DS,Dominant-Steadiness,INFP,117.0,25.0,8
EMP101177,23,40,SI,Steadiness-Influencer,INFJ,,,10
EMP101178,73,54,SC,Steadiness-Conscientious,INFJ,84.0,15.0,5
EMP101179,82,25,ID,Influencer-Dominant,ISTJ,117.0,30.0,7
EMP101180,85,57,IC,Influencer-Conscientious,ISFP,,,2
EMP101181,43,76,SD,Steadiness-Dominant,INTP,104.0,20.0,8
EMP101182,55,35,CI,Conscientious-Influencer,ESFP,115.0,29.0,2
EMP101183,38,91,,Steadiness-Influencer,ENTP,118.0,36.0,10
EMP101184,52,31,DI,Dominant-Influencer,ISTP,122.0,37.0,10
EMP101185,22,35,CI,Conscientious-Influencer,ISFJ,115.0,31.0,8
EMP101186,100,85,DS,Dominant-Steadiness,ESFJ,110.0,20.0,9
EMP101187,74,67,SC,Steadiness-Conscientious,ISTP,110.0,33.0,2
EMP101188,23,67,CI,Conscientious-Influencer,INFP,,,3
EMP101189,78,31,,Influencer-Dominant,ESFP,134.0,31.0,8
EMP101190,67,87,SD,Steadiness-Dominant,ENFJ,87.0,35.0,2
EMP101191,30,30,,Conscientious-Influencer,ISTJ,140.0,25.0,10
EMP101192,35,21,DS,Dominant-Steadiness,ENFP,114.0,26.0,10
EMP101193,59,86,DS,Dominant-Steadiness,ENTJ,103.0,31.0,6
EMP101194,28,77,,Steadiness-Dominant,,105.0,30.0,1
EMP101195,67,74,CI,Conscientious-Influencer,ENFP,,,7
EMP101196,44,89,SI,Steadiness-Influencer,,90.0,37.0,3
EMP101197,67,60,IS,Influencer-Steadiness,INFJ,89.0,25.0,1
EMP101198,53,55,,Dominant-Influencer,ENTP,82.0,30.0,8
EMP101199,73,82,DI,Dominant-Influencer,ENFP,109.0,30.0,8
EMP101200,59,51,SC,Steadiness-Conscientious,ISFP,119.0,35.0,3
EMP101201,56,95,CI,Conscientious-Influencer,ENFJ,120.0,32.0,5
EMP101202,75,55,DC,Dominant-Conscientious,ESFJ,,,7
EMP101203,39,22,CD,Conscientious-Dominant,INTP,88.0,30.0,9
EMP101204,98,52,DC,Dominant-Conscientious,ENFJ,,,1
EMP101205,99,24,SD,Steadiness-Dominant,ENTJ,,,7
EMP101206,54,70,DI,Dominant-Influencer,ENFJ,,,10
EMP101207,77,59,SD,Steadiness-Dominant,,130.0,33.0,10
EMP101208,67,85,CI,Conscientious-Influencer,ISTJ,,27.0,4
EMP101209,62,28,IC,Influencer-Conscientious,INFJ,127.0,26.0,7
EMP101210,67,87,CD,Conscientious-Dominant,ISTJ,103.0,25.0,1
EMP101211,94,62,DI,Dominant-Influencer,ENTJ,137.0,27.0,1
EMP101212,71,64,SC,Steadiness-Conscientious,ESFJ,136.0,39.0,10
EMP101213,97,80,DI,Dominant-Influencer,INTP,110.0,28.0,6
EMP101214,53,56,,Dominant-Influencer,INTJ,107.0,19.0,10
EMP101215,96,80,DC,Dominant-Conscientious,ESFP,102.0,24.0,8
EMP101216,96,55,SI,Steadiness-Influencer,ISFJ,111.0,30.0,8
EMP101217,88,27,IS,Influencer-Steadiness,ISFJ,104.0,26.0,9
EMP101218,84,67,IS,Influencer-Steadiness,ISTJ,104.0,27.0,8
EMP101219,61,33,SD,Steadiness-Dominant,ESTP,139.0,31.0,7
EMP101220,31,95,CI,Conscientious-Influencer,ENTJ,,22.0,2
EMP101221,66,72,IC,Influencer-Conscientious,ESFP,104.0,31.0,5
EMP101222,63,68,DS,Dominant-Steadiness,ESTP,100.0,21.0,1
EMP101223,68,51,SC,Steadiness-Conscientious,INFP,131.0,28.0,10
EMP101224,86,88,SC,Steadiness-Conscientious,INTP,106.0,25.0,4
EMP101225,84,62,CD,Conscientious-Dominant,ESTJ,97.0,27.0,9
EMP101226,74,55,CI,Conscientious-Influencer,ENFP,121.0,34.0,9
EMP101227,36,25,CD,Conscientious-Dominant,ISTP,,20.0,8
EMP101228,98,43,CD,Conscientious-Dominant,ISFP,,33.0,10
EMP101229,71,25,DC,Dominant-Conscientious,ENFP,125.0,34.0,9
EMP101230,30,37,CI,Conscientious-Influencer,INFJ,136.0,25.0,3
EMP101231,77,46,ID,Influencer-Dominant,ENTP,89.0,26.0,6
EMP101232,87,59,,Dominant-Conscientious,ESFJ,94.0,25.0,7
EMP101233,38,46,DC,Dominant-Conscientious,INTP,,,5
EMP101234,86,54,SC,Steadiness-Conscientious,ISFP,125.0,42.0,8
EMP101235,48,99,IS,Influencer-Steadiness,ISTJ,,,5
EMP101236,99,69,DS,Dominant-Steadiness,ENFP,116.0,36.0,6
EMP101237,80,30,DI,Dominant-Influencer,ENFP,85.0,31.0,10
EMP101238,65,41,SC,Steadiness-Conscientious,INFP,,,5
EMP101239,93,55,SI,Steadiness-Influencer,ESTJ,114.0,28.0,3
EMP101240,95,95,IC,Influencer-Conscientious,INTJ,96.0,34.0,2
EMP101241,26,24,,Influencer-Steadiness,INFP,83.0,23.0,10
EMP101242,55,66,CD,Conscientious-Dominant,ENFP,139.0,31.0,3
EMP101243,31,89,CI,Conscientious-Influencer,ESFP,,,9
EMP101244,61,61,SD,Steadiness-Dominant,INFJ,81.0,31.0,8
EMP101245,79,84,SI,Steadiness-Influencer,INFJ,,16.0,2
EMP101246,78,52,DI,Dominant-Influencer,INTP,133.0,36.0,6
EMP101247,60,66,SI,Steadiness-Influencer,enfp,81.0,32.0,9
EMP101248,47,95,SD,Steadiness-Dominant,ESTJ,115.0,25.0,7
EMP101249,66,31,DI,Dominant-Influencer,ENFP,125.0,21.0,10
EMP101250,71,40,CI,Conscientious-Influencer,ENFP,116.0,27.0,7
EMP101251,88,33,DS,Dominant-Steadiness,ISFP,,21.0,1
EMP101252,75,34,SI,Steadiness-Influencer,ESFJ,81.0,23.0,6
EMP101253,77,80,ID,Influencer-Dominant,INTP,137.0,23.0,2
EMP101254,59,70,CS,Conscientious-Steadiness,INTP,99.0,28.0,2
EMP101255,94,73,SC,Steadiness-Conscientious,ISFJ,,,5
EMP101256,96,86,DC,Dominant-Conscientious,ENTJ,,,7
EMP101257,35,28,,Dominant-Conscientious,ESTP,127.0,28.0,3
EMP101258,56,77,SI,Steadiness-Influencer,INFP,81.0,34.0,7
EMP101259,95,89,CD,Conscientious-Dominant,,130.0,22.0,3
EMP101260,93,97,DI,Dominant-Influencer,ESTJ,,,3
EMP101261,38,67,IC,Influencer-Conscientious,ENTJ,,28.0,6
EMP101262,26,31,CI,Conscientious-Influencer,ENFP,,,4
EMP101263,65,87,DC,Dominant-Conscientious,ESFJ,,,7
EMP101264,24,26,IS,Influencer-Steadiness,,95.0,22.0,5
EMP101265,39,71,CI,Conscientious-Influencer,ENFP,,24.0,4
EMP101266,47,58,,Dominant-Steadiness,INTJ,95.0,31.0,9
EMP101267,90,38,SD,Steadiness-Dominant,INFJ,98.0,27.0,1
EMP101268,72,83,SI,Steadiness-Influencer,ESTP,,,4
EMP101269,26,35,IC,Influencer-Conscientious,ISTP,109.0,21.0,1
EMP101270,78,67,SD,Steadiness-Dominant,ESFJ,109.0,29.0,9
EMP101271,45,92,IS,Influencer-Steadiness,INFP,137.0,33.0,2
EMP101272,87,72,CS,Conscientious-Steadiness,ESFP,132.0,36.0,4
EMP101273,60,29,SC,Steadiness-Conscientious,,,22.0,6
EMP101274,40,89,DI,Dominant-Influencer,INTP,122.0,28.0,8
EMP101275,54,88,CI,Conscientious-Influencer,,125.0,11.0,3
EMP101276,34,79,IC,Influencer-Conscientious,INTP,107.0,31.0,7
EMP101277,69,31,SC,Steadiness-Conscientious,INTJ,,,9
EMP101278,45,83,IS,Influencer-Steadiness,ESFJ,107.0,23.0,1
EMP101279,35,43,DC,Dominant-Conscientious,ISTJ,,,4
EMP101280,96,92,SD,Steadiness-Dominant,ISTJ,137.0,35.0,3
EMP101281,37,51,DI,Dominant-Influencer,INTP,126.0,30.0,1
EMP101282,28,86,IC,Influencer-Conscientious,,,,1
EMP101283,51,24,CI,Conscientious-Influencer,,133.0,14.0,8
EMP101284,45,45,CI,Conscientious-Influencer,INFP,100.0,27.0,5
EMP101285,89,30,CS,Conscientious-Steadiness,ISTP,104.0,13.0,9
EMP101286,21,56,IS,Influencer-Steadiness,ISFJ,110.0,29.0,4
EMP101287,74,79,CS,Conscientious-Steadiness,INTP,,30.0,5
EMP101288,31,74,CD,Conscientious-Dominant,ENFP,92.0,35.0,3
EMP101289,87,62,SD,Steadiness-Dominant,ESTP,136.0,31.0,6
EMP101290,47,92,DI,Dominant-Influencer,INFP,80.0,20.0,10
EMP101291,25,82,DI,Dominant-Influencer,INFJ,107.0,24.0,6
EMP101292,40,73,,Conscientious-Steadiness,ENTP,,,3
EMP101293,77,41,,Dominant-Conscientious,ISFJ,120.0,28.0,7
EMP101294,94,90,ID,Influencer-Dominant,ISFJ,105.0,24.0,8
EMP101295,40,95,ID,Influencer-Dominant,ISTJ,86.0,23.0,9
EMP101296,20,43,DI,Dominant-Influencer,INTJ,98.0,16.0,1
EMP101297,96,93,,Steadiness-Influencer,INFJ,108.0,29.0,4
EMP101298,99,53,SC,Steadiness-Conscientious,ENFP,81.0,31.0,1
EMP101299,93,70,DC,Dominant-Conscientious,ENFP,114.0,22.0,8
EMP101300,62,94,ID,Influencer-Dominant,,110.0,32.0,5
EMP101301,23,65,SI,Steadiness-Influencer,ESTP,132.0,28.0,2
EMP101302,64,73,ID,Influencer-Dominant,ESFP,123.0,23.0,9
EMP101303,65,96,CD,Conscientious-Dominant,ESTP,83.0,33.0,10
EMP101304,62,84,IC,Influencer-Conscientious,ENTP,,,3
EMP101305,71,58,ID,Influencer-Dominant,INTP,89.0,40.0,3
EMP101306,52,21,DS,Dominant-Steadiness,ENFJ,129.0,35.0,1
EMP101307,56,90,CD,Conscientious-Dominant,INTJ,124.0,36.0,3
EMP101308,96,58,SI,Steadiness-Influencer,ESFJ,89.0,29.0,9
EMP101309,75,59,CI,Conscientious-Influencer,ENTJ,,,8
EMP101310,60,35,SI,Steadiness-Influencer,ISTP,116.0,25.0,8
EMP101311,30,50,SI,Steadiness-Influencer,ISFJ,,24.0,5
EMP101312,72,20,DI,Dominant-Influencer,ISTJ,100.0,34.0,8
EMP101313,83,44,ID,Influencer-Dominant,ISFP,,,2
EMP101314,39,99,CI,Conscientious-Influencer,ESTP,90.0,32.0,5
EMP101315,95,66,CS,Conscientious-Steadiness,INTJ,,,6
EMP101316,59,69,CD,Conscientious-Dominant,INTP,94.0,36.0,7
EMP101317,54,65,ID,Influencer-Dominant,INTJ,140.0,29.0,8
EMP101318,69,46,IC,Influencer-Conscientious,INFP,85.0,26.0,1
EMP101319,28,35,DI,Dominant-Influencer,,133.0,29.0,1
EMP101320,57,38,CD,Conscientious-Dominant,ENFP,81.0,33.0,2
EMP101321,25,42,CD,Conscientious-Dominant,INTJ,,,3
EMP101322,97,31,CI,Conscientious-Influencer,INFP,125.0,31.0,2
EMP101323,76,87,DI,Dominant-Influencer,ISTJ,131.0,29.0,5
EMP101324,20,47,CI,Conscientious-Influencer,ENFP,,22.0,4
EMP101325,57,40,SD,Steadiness-Dominant,,81.0,29.0,3
EMP101326,57,52,CD,Conscientious-Dominant,INTJ,100.0,32.0,5
EMP101327,36,60,DC,Dominant-Conscientious,ISTP,129.0,25.0,4
EMP101328,50,48,CD,Conscientious-Dominant,,98.0,17.0,7
EMP101329,43,78,DI,Dominant-Influencer,INTJ,,,5
EMP101330,51,40,CS,Conscientious-Steadiness,ESTJ,105.0,23.0,3
EMP101331,94,29,IC,Influencer-Conscientious,ISTP,130.0,24.0,9
EMP101332,36,25,,Dominant-Steadiness,ESFJ,87.0,30.0,3
EMP101333,54,66,CI,Conscientious-Influencer,ENFP,89.0,28.0,3
EMP101334,91,46,DI,Dominant-Influencer,INTJ,87.0,36.0,5
EMP101335,85,76,,Dominant-Steadiness,INFP,88.0,31.0,9
EMP101336,23,46,SI,Steadiness-Influencer,,127.0,25.0,4
EMP101337,87,20,CI,Conscientious-Influencer,INFP,,40.0,9
EMP101338,75,91,,Steadiness-Influencer,ISFJ,85.0,33.0,1
EMP101339,55,92,IS,Influencer-Steadiness,ISTP,80.0,22.0,10
EMP101340,30,37,,Conscientious-Influencer,ENFJ,109.0,26.0,4
EMP101341,65,30,CD,Conscientious-Dominant,ENTJ,109.0,30.0,9
EMP101342,50,89,DI,Dominant-Influencer,ISFJ,91.0,34.0,6
EMP101343,71,47,CI,Conscientious-Influencer,ISTP,101.0,36.0,9
EMP101344,90,70,SD,Steadiness-Dominant,INFP,89.0,34.0,10
EMP101345,96,25,IS,Influencer-Steadiness,INFP,120.0,26.0,1
EMP101346,46,60,CI,Conscientious-Influencer,ISFJ,107.0,32.0,1
EMP101347,40,38,DC,Dominant-Conscientious,ISTJ,85.0,32.0,1
EMP101348,77,31,DC,Dominant-Conscientious,ISFP,,,4
EMP101349,22,78,SD,Steadiness-Dominant,ISTP,132.0,23.0,8
EMP101350,53,49,SI,Steadiness-Influencer,ENFP,81.0,21.0,4
EMP101351,45,83,CS,Conscientious-Steadiness,INTJ,94.0,21.0,8
EMP101352,35,65,CD,Conscientious-Dominant,ISFP,120.0,21.0,6
EMP101353,51,80,CI,Conscientious-Influencer,ENFP,108.0,29.0,9
EMP101354,49,62,SC,Steadiness-Conscientious,ISFJ,,36.0,8
EMP101355,27,29,CD,Conscientious-Dominant,ENFJ,109.0,21.0,8
EMP101356,34,80,CS,Conscientious-Steadiness,INTP,140.0,41.0,4
EMP101357,41,94,SD,Steadiness-Dominant,ESFP,97.0,16.0,5
EMP101358,80,31,IS,Influencer-Steadiness,ISTP,108.0,27.0,7
EMP101359,62,74,CS,Conscientious-Steadiness,INTP,95.0,29.0,7
EMP101360,22,72,SI,Steadiness-Influencer,ENFP,124.0,18.0,1
EMP101361,29,82,DI,Dominant-Influencer,ESTJ,93.0,29.0,10
EMP101362,49,69,DC,Dominant-Conscientious,INFP,97.0,22.0,7
EMP101363,71,50,DS,Dominant-Steadiness,ESTP,133.0,43.0,1
EMP101364,41,34,SC,Steadiness-Conscientious,ENTP,,,1
EMP101365,20,87,SC,Steadiness-Conscientious,INFP,,16.0,1
EMP101366,85,87,ID,Influencer-Dominant,ISTP,117.0,19.0,10
EMP101367,43,32,SI,Steadiness-Influencer,ENFP,,43.0,8
EMP101368,86,33,DI,Dominant-Influencer,INFP,104.0,32.0,2
EMP101369,91,40,CI,Conscientious-Influencer,ENTJ,90.0,25.0,5
EMP101370,65,44,IC,Influencer-Conscientious,ISFP,128.0,35.0,10
EMP101371,55,46,CD,Conscientious-Dominant,ISTJ,,29.0,2
EMP101372,94,59,ID,Influencer-Dominant,,134.0,17.0,4
EMP101373,47,79,SI,Steadiness-Influencer,ISFP,81.0,35.0,1
EMP101374,82,84,SI,Steadiness-Influencer,ENFP,118.0,31.0,8
EMP101375,61,86,SI,Steadiness-Influencer,ESFP,,33.0,7
EMP101376,46,70,DC,Dominant-Conscientious,ESFJ,128.0,35.0,8
EMP101377,75,52,DI,Dominant-Influencer,ENTP,90.0,28.0,9
EMP101378,36,49,,Influencer-Steadiness,ISFP,137.0,25.0,6
EMP101379,71,44,IS,Influencer-Steadiness,ENTP,89.0,29.0,1
EMP101380,78,86,CI,Conscientious-Influencer,ESTP,108.0,28.0,10
EMP101381,85,39,CD,Conscientious-Dominant,INFP,110.0,38.0,3
EMP101382,39,69,CS,Conscientious-Steadiness,INTP,112.0,37.0,4
EMP101383,27,47,DI,Dominant-Influencer,INFJ,133.0,30.0,3
EMP101384,85,23,IC,Influencer-Conscientious,ESTJ,112.0,32.0,3
EMP101385,39,27,DS,Dominant-Steadiness,ENFP,,,2
EMP101386,74,75,CS,Conscientious-Steadiness,ENFJ,122.0,12.0,6
EMP101387,33,69,DC,Dominant-Conscientious,ESTP,112.0,24.0,1
EMP101388,79,67,ID,Influencer-Dominant,ENFP,116.0,20.0,1
EMP101389,88,93,DS,Dominant-Steadiness,ISTJ,91.0,30.0,2
EMP101390,95,73,,Dominant-Steadiness,ENFP,138.0,26.0,10
EMP101391,92,97,CD,Conscientious-Dominant,INTP,,,7
EMP101392,23,54,SC,Steadiness-Conscientious,ISTJ,121.0,25.0,3
EMP101393,21,98,ID,Influencer-Dominant,ENTP,91.0,21.0,9
EMP101394,27,62,SD,Steadiness-Dominant,ISFJ,,,4
EMP101395,48,93,SC,Steadiness-Conscientious,ESTJ,,,5
EMP101396,73,63,CD,Conscientious-Dominant,ESFP,105.0,22.0,4
EMP101397,22,83,SD,Steadiness-Dominant,ESTJ,103.0,13.0,8
EMP101398,66,56,SC,Steadiness-Conscientious,ESTP,100.0,33.0,2
EMP101399,79,72,DS,Dominant-Steadiness,ISTP,117.0,28.0,8
EMP101400,64,34,CI,Conscientious-Influencer,INFJ,106.0,34.0,7
EMP101401,44,32,CS,Conscientious-Steadiness,ESTP,138.0,27.0,4
EMP101402,71,87,DC,Dominant-Conscientious,ENTP,129.0,37.0,3
EMP101403,55,81,SC,Steadiness-Conscientious,ESTJ,122.0,31.0,9
EMP101404,62,94,DS,Dominant-Steadiness,ENTP,104.0,31.0,1
EMP101405,99,24,CI,Conscientious-Influencer,,124.0,18.0,8
EMP101406,76,35,ID,Influencer-Dominant,ENFJ,117.0,25.0,5
EMP101407,74,64,IS,Influencer-Steadiness,,136.0,18.0,4
EMP101408,99,35,,Steadiness-Influencer,INTP,102.0,18.0,3
EMP101409,70,57,DS,Dominant-Steadiness,INFJ,103.0,26.0,5
EMP101410,58,67,CD,Conscientious-Dominant,ENFJ,91.0,33.0,2
EMP101411,63,84,DC,Dominant-Conscientious,ESTP,,30.0,10
EMP101412,86,64,,Dominant-Conscientious,ISTP,,19.0,5
EMP101413,76,82,CI,Conscientious-Influencer,ENFP,104.0,29.0,3
EMP101414,83,44,SC,Steadiness-Conscientious,ENTJ,127.0,19.0,9
EMP101415,26,68,,Conscientious-Dominant,ENFP,96.0,21.0,4
EMP101416,89,78,DS,Dominant-Steadiness,ESTP,,,1
EMP101417,87,55,IC,Influencer-Conscientious,INFP,127.0,29.0,1
EMP101418,40,32,SC,Steadiness-Conscientious,INFJ,105.0,36.0,1
EMP101419,38,31,SI,Steadiness-Influencer,ESTP,87.0,36.0,10
EMP101420,23,43,,Conscientious-Steadiness,ENFP,95.0,30.0,4
EMP101421,97,87,IS,Influencer-Steadiness,ENTJ,119.0,22.0,6
EMP101422,38,72,ID,Influencer-Dominant,INFJ,120.0,27.0,5
EMP101423,25,45,ID,Influencer-Dominant,,111.0,33.0,8
EMP101424,33,93,CS,Conscientious-Steadiness,ENFJ,,32.0,8
EMP101425,95,44,CD,Conscientious-Dominant,ENFJ,,,3
EMP101426,84,29,CS,Conscientious-Steadiness,ESFP,107.0,32.0,6
EMP101427,87,68,,Steadiness-Dominant,ESTJ,,,3
EMP101428,42,59,CI,Conscientious-Influencer,,,30.0,7
EMP101429,22,25,CS,Conscientious-Steadiness,ENFJ,80.0,33.0,3
EMP101430,88,90,DI,Dominant-Influencer,ENTJ,139.0,29.0,6
EMP101431,33,54,ID,Influencer-Dominant,ISFJ,,,5
EMP101432,62,45,SI,Steadiness-Influencer,ISFJ,,,10
EMP101433,94,70,DS,Dominant-Steadiness,ISFP,124.0,29.0,10
EMP101434,89,93,ID,Influencer-Dominant,INFJ,,,8
EMP101435,59,92,CS,Conscientious-Steadiness,ISFP,,,6
EMP101436,48,69,CD,Conscientious-Dominant,ESFP,80.0,25.0,3
EMP101437,75,47,CD,Conscientious-Dominant,INTJ,125.0,35.0,2
EMP101438,57,62,SI,Steadiness-Influencer,,140.0,27.0,6
EMP101439,27,32,,Dominant-Influencer,ISFP,123.0,25.0,9
EMP101440,22,71,IC,Influencer-Conscientious,,119.0,24.0,1
EMP101441,97,27,DS,Dominant-Steadiness,ENFJ,134.0,26.0,8
EMP101442,28,88,DC,Dominant-Conscientious,ESTJ,94.0,17.0,8
EMP101443,76,32,SI,Steadiness-Influencer,ESFJ,92.0,20.0,7
EMP101444,24,88,CD,Conscientious-Dominant,ISFP,86.0,19.0,6
EMP101445,95,96,SI,Steadiness-Influencer,ESTP,108.0,25.0,8
EMP101446,65,65,SI,Steadiness-Influencer,ENTP,94.0,18.0,5
EMP101447,22,83,DC,Dominant-Conscientious,ENTP,94.0,31.0,4
EMP101448,67,27,IC,Influencer-Conscientious,,,,8
EMP101449,62,77,IS,Influencer-Steadiness,ESFJ,117.0,23.0,7
EMP101450,71,63,ID,Influencer-Dominant,INTJ,98.0,29.0,6
EMP101451,100,76,DC,Dominant-Conscientious,INTJ,125.0,25.0,6
EMP101452,97,52,DS,Dominant-Steadiness,INTP,128.0,20.0,9
EMP101453,75,53,ID,Influencer-Dominant,ESFP,106.0,27.0,8
EMP101454,20,63,CD,Conscientious-Dominant,,,40.0,6
EMP101455,39,56,CI,Conscientious-Influencer,ESFJ,83.0,26.0,10
EMP101456,99,29,,Dominant-Influencer,ESFP,123.0,34.0,8
EMP101457,85,51,CI,Conscientious-Influencer,ESTJ,125.0,15.0,8
EMP101458,39,46,,Influencer-Dominant,ENFP,104.0,33.0,5
EMP101459,74,76,DC,Dominant-Conscientious,ISFP,98.0,30.0,4
EMP101460,67,22,IC,Influencer-Conscientious,,90.0,31.0,1
EMP101461,88,37,IS,Influencer-Steadiness,INTJ,80.0,33.0,2
EMP101462,79,41,DS,Dominant-Steadiness,INFP,137.0,31.0,1
EMP101463,85,87,SD,Steadiness-Dominant,INFP,88.0,27.0,10
EMP101464,94,90,DS,Dominant-Steadiness,ISTJ,129.0,29.0,2
EMP101465,83,84,CS,Conscientious-Steadiness,INFJ,94.0,22.0,6
EMP101466,45,93,IC,Influencer-Conscientious,ESFJ,,,2
EMP101467,29,26,CD,Conscientious-Dominant,ISFP,89.0,23.0,10
EMP101468,35,20,DS,Dominant-Steadiness,ESTJ,140.0,25.0,3
EMP101469,63,96,CI,Conscientious-Influencer,ENFJ,136.0,27.0,1
EMP101470,64,75,DI,Dominant-Influencer,ESFJ,82.0,35.0,8
EMP101471,86,62,SI,Steadiness-Influencer,INTJ,,,7
EMP101472,70,58,CI,Conscientious-Influencer,INTP,93.0,24.0,3
EMP101473,76,37,IC,Influencer-Conscientious,INFJ,106.0,13.0,4
EMP101474,61,22,SC,Steadiness-Conscientious,ENFP,127.0,28.0,5
EMP101475,73,53,IC,Influencer-Conscientious,ENTJ,127.0,24.0,6
EMP101476,27,88,SD,Steadiness-Dominant,ENTJ,137.0,32.0,5
EMP101477,95,51,IC,Influencer-Conscientious,ESFJ,86.0,24.0,9
EMP101478,34,73,DI,Dominant-Influencer,ENTP,88.0,24.0,5
EMP101479,26,62,,Influencer-Dominant,ENFJ,84.0,32.0,3
EMP101480,52,64,CD,Conscientious-Dominant,INTJ,105.0,22.0,3
